"","SITE","SUBSITE","PLOT","YEAR","TRTMT","Latitude","WarmQuarterTemp","SppRich","row_number()","PlotTemp"
"57","ALEXFIORD","ALEXFIORD:DRYAS","Dry.c.5",2015,"CTL",78.8719,25.55,10,57,25.2893872514987
"58","ALEXFIORD","ALEXFIORD:DRYAS","Dry.c.6",2010,"CTL",78.8719,25.55,12,58,24.7153646632163
"59","ALEXFIORD","ALEXFIORD:DRYAS","Dry.c.7",2015,"CTL",78.8719,25.55,12,59,24.9962895734515
"60","ALEXFIORD","ALEXFIORD:DRYAS","Dry.c.8",2010,"CTL",78.8719,25.55,10,60,26.193409471298
"61","ALEXFIORD","ALEXFIORD:DRYAS","Dry.c.9",2015,"CTL",78.8719,25.55,13,61,25.9832408433699
"62","ALEXFIORD","ALEXFIORD:DRYAS","Dry.o.1",2010,"OTC",78.8719,25.55,10,62,27.6882337852927
"63","ALEXFIORD","ALEXFIORD:DRYAS","Dry.o.10",2010,"OTC",78.8719,25.55,11,63,23.350311437379
"64","ALEXFIORD","ALEXFIORD:DRYAS","Dry.o.2",2010,"OTC",78.8719,25.55,10,64,22.7285703363529
"65","ALEXFIORD","ALEXFIORD:DRYAS","Dry.o.3",2010,"OTC",78.8719,25.55,10,65,26.2577678969266
"66","ALEXFIORD","ALEXFIORD:DRYAS","Dry.o.4",2010,"OTC",78.8719,25.55,11,66,27.2064843017117
"67","ALEXFIORD","ALEXFIORD:DRYAS","Dry.o.5",2010,"OTC",78.8719,25.55,9,67,26.0499334760436
"68","ALEXFIORD","ALEXFIORD:DRYAS","Dry.o.6",2010,"OTC",78.8719,25.55,10,68,25.5754984903261
"69","ALEXFIORD","ALEXFIORD:DRYAS","Dry.o.7",2010,"OTC",78.8719,25.55,10,69,25.9430137178894
"70","ALEXFIORD","ALEXFIORD:DRYAS","Dry.o.8",2010,"OTC",78.8719,25.55,15,70,26.920909344229
"71","ALEXFIORD","ALEXFIORD:DRYAS","Dry.o.9",2010,"OTC",78.8719,25.55,10,71,29.1689944038852
"72","ALEXFIORD","ALEXFIORD:FERT","Fert.c.c.13",2010,"CTL",78.87107,25.55,10,72,24.3725397671221
"73","ALEXFIORD","ALEXFIORD:FERT","Fert.c.c.21",2010,"CTL",78.87107,25.55,12,73,26.9957101210572
"74","ALEXFIORD","ALEXFIORD:FERT","Fert.c.c.29",2010,"CTL",78.87107,25.55,12,74,26.7238903487489
"75","ALEXFIORD","ALEXFIORD:FERT","Fert.c.c.37",2010,"CTL",78.87107,25.55,11,75,27.2810585976937
"76","ALEXFIORD","ALEXFIORD:FERT","Fert.c.c.5",2010,"CTL",78.87107,25.55,10,76,27.9483369112015
"77","ALEXFIORD","ALEXFIORD:FERT","Fert.o.c.14",2010,"OTC",78.87107,25.55,11,77,27.1673580567136
"78","ALEXFIORD","ALEXFIORD:FERT","Fert.o.c.22",2010,"OTC",78.87107,25.55,9,78,25.0954060608001
"79","ALEXFIORD","ALEXFIORD:FERT","Fert.o.c.30",2010,"OTC",78.87107,25.55,15,79,25.674060749119
"80","ALEXFIORD","ALEXFIORD:FERT","Fert.o.c.38",2010,"OTC",78.87107,25.55,12,80,24.3108320171148
"81","ALEXFIORD","ALEXFIORD:FERT","Fert.o.c.6",2010,"OTC",78.87107,25.55,12,81,30.5532333713952
"82","ALEXFIORD","ALEXFIORD:MEADOW","Mead.c.1",2010,"CTL",78.87558,25.55,13,82,27.1212529787798
"83","ALEXFIORD","ALEXFIORD:MEADOW","Mead.c.10",2010,"CTL",78.87558,25.55,10,83,25.1282630837088
"84","ALEXFIORD","ALEXFIORD:MEADOW","Mead.c.2",2010,"CTL",78.87558,25.55,12,84,25.2354816873741
"85","ALEXFIORD","ALEXFIORD:MEADOW","Mead.c.3",2010,"CTL",78.87558,25.55,13,85,25.7475443831251
"86","ALEXFIORD","ALEXFIORD:MEADOW","Mead.c.4",2010,"CTL",78.87558,25.55,11,86,24.9087179010115
"87","ALEXFIORD","ALEXFIORD:MEADOW","Mead.c.5",2010,"CTL",78.87558,25.55,10,87,25.4843198058698
"88","ALEXFIORD","ALEXFIORD:MEADOW","Mead.c.6",2010,"CTL",78.87558,25.55,15,88,28.4280543351242
"89","ALEXFIORD","ALEXFIORD:MEADOW","Mead.c.7",2010,"CTL",78.87558,25.55,12,89,25.1890302356427
"90","ALEXFIORD","ALEXFIORD:MEADOW","Mead.c.8",2010,"CTL",78.87558,25.55,13,90,25.6114593437055
"91","ALEXFIORD","ALEXFIORD:MEADOW","Mead.c.9",2010,"CTL",78.87558,25.55,14,91,24.4474067002689
"92","ALEXFIORD","ALEXFIORD:MEADOW","Mead.o.1",2010,"OTC",78.87558,25.55,13,92,25.1538610062553
"93","ALEXFIORD","ALEXFIORD:MEADOW","Mead.o.10",2010,"OTC",78.87558,25.55,7,93,25.3862442183538
"94","ALEXFIORD","ALEXFIORD:MEADOW","Mead.o.2",2010,"OTC",78.87558,25.55,10,94,24.3069409114701
"95","ALEXFIORD","ALEXFIORD:MEADOW","Mead.o.3",2010,"OTC",78.87558,25.55,12,95,25.8952497334294
"96","ALEXFIORD","ALEXFIORD:MEADOW","Mead.o.4",2010,"OTC",78.87558,25.55,14,96,26.5960402803946
"97","ALEXFIORD","ALEXFIORD:MEADOW","Mead.o.5",2010,"OTC",78.87558,25.55,12,97,25.4906161436079
"98","ALEXFIORD","ALEXFIORD:MEADOW","Mead.o.6",2010,"OTC",78.87558,25.55,10,98,26.2872319082473
"99","ALEXFIORD","ALEXFIORD:MEADOW","Mead.o.7",2010,"OTC",78.87558,25.55,12,99,26.0219339683297
"100","ALEXFIORD","ALEXFIORD:MEADOW","Mead.o.8",2010,"OTC",78.87558,25.55,13,100,25.5215559728604
"101","ALEXFIORD","ALEXFIORD:MEADOW","Mead.o.9",2010,"OTC",78.87558,25.55,11,101,25.9241192074987
"102","ALEXFIORD","ALEXFIORD:WILLOW","Will.c.1",2015,"CTL",78.87421,25.55,10,102,28.3674048297779
"103","ALEXFIORD","ALEXFIORD:WILLOW","Will.c.10",2010,"CTL",78.87421,25.55,11,103,26.7081952078083
"104","ALEXFIORD","ALEXFIORD:WILLOW","Will.c.2",2015,"CTL",78.87421,25.55,12,104,28.5519103194128
"105","ALEXFIORD","ALEXFIORD:WILLOW","Will.c.3",2015,"CTL",78.87421,25.55,14,105,24.262932770158
"106","ALEXFIORD","ALEXFIORD:WILLOW","Will.c.4",2010,"CTL",78.87421,25.55,13,106,23.3784441952094
"107","ALEXFIORD","ALEXFIORD:WILLOW","Will.c.5",2015,"CTL",78.87421,25.55,12,107,22.305956131416
"108","ALEXFIORD","ALEXFIORD:WILLOW","Will.c.6",2010,"CTL",78.87421,25.55,9,108,25.2030503482044
"109","ALEXFIORD","ALEXFIORD:WILLOW","Will.c.7",2015,"CTL",78.87421,25.55,14,109,25.6877534145231
"110","ALEXFIORD","ALEXFIORD:WILLOW","Will.c.8",2010,"CTL",78.87421,25.55,12,110,24.2513247334397
"111","ALEXFIORD","ALEXFIORD:WILLOW","Will.c.9",2015,"CTL",78.87421,25.55,11,111,26.9617415220211
"112","ALEXFIORD","ALEXFIORD:WILLOW","Will.o.1",2010,"OTC",78.87421,25.55,15,112,23.9150704316059
"113","ALEXFIORD","ALEXFIORD:WILLOW","Will.o.10",2010,"OTC",78.87421,25.55,11,113,26.2922036302331
"114","ALEXFIORD","ALEXFIORD:WILLOW","Will.o.2",2010,"OTC",78.87421,25.55,14,114,27.2044628915833
"115","ALEXFIORD","ALEXFIORD:WILLOW","Will.o.3",2010,"OTC",78.87421,25.55,15,115,26.2865749276512
"116","ALEXFIORD","ALEXFIORD:WILLOW","Will.o.4",2010,"OTC",78.87421,25.55,15,116,25.0523893562065
"117","ALEXFIORD","ALEXFIORD:WILLOW","Will.o.5",2010,"OTC",78.87421,25.55,15,117,25.4776302727889
"118","ALEXFIORD","ALEXFIORD:WILLOW","Will.o.6",2010,"OTC",78.87421,25.55,14,118,26.1833776186685
"119","ALEXFIORD","ALEXFIORD:WILLOW","Will.o.7",2010,"OTC",78.87421,25.55,15,119,28.1291547010228
"120","ALEXFIORD","ALEXFIORD:WILLOW","Will.o.8",2010,"OTC",78.87421,25.55,13,120,24.6953156550804
"121","ALEXFIORD","ALEXFIORD:WILLOW","Will.o.9",2010,"OTC",78.87421,25.55,11,121,26.5582264455274
"122","ANWR","ANWR:ATIGUN-A","1",2007,"CTL",68.4746405,62.3,6,122,64.0601135067559
"123","ANWR","ANWR:ATIGUN-A","10",2007,"CTL",68.4746405,62.3,8,123,60.0538777576426
"124","ANWR","ANWR:ATIGUN-A","2",2007,"CTL",68.4746405,62.3,5,124,63.9293447390021
"125","ANWR","ANWR:ATIGUN-A","3",2007,"CTL",68.4746405,62.3,5,125,64.3703294041689
"126","ANWR","ANWR:ATIGUN-A","4",2007,"CTL",68.4746405,62.3,6,126,62.0876355827916
"127","ANWR","ANWR:ATIGUN-A","5",2007,"CTL",68.4746405,62.3,5,127,63.3195529428432
"128","ANWR","ANWR:ATIGUN-A","6",2007,"CTL",68.4746405,62.3,6,128,61.1476770576796
"129","ANWR","ANWR:ATIGUN-A","7",2007,"CTL",68.4746405,62.3,6,129,62.4679414804108
"130","ANWR","ANWR:ATIGUN-A","8",2007,"CTL",68.4746405,62.3,9,130,62.3744177613609
"131","ANWR","ANWR:ATIGUN-A","9",2007,"CTL",68.4746405,62.3,6,131,63.3223592655254
"132","ANWR","ANWR:ATIGUN-B","1",2007,"CTL",68.4759725,63.9,6,132,60.8697280978493
"133","ANWR","ANWR:ATIGUN-B","10",2007,"CTL",68.4759725,63.9,9,133,64.9657202594278
"134","ANWR","ANWR:ATIGUN-B","2",2007,"CTL",68.4759725,63.9,7,134,65.701581928454
"135","ANWR","ANWR:ATIGUN-B","3",2007,"CTL",68.4759725,63.9,7,135,66.0344266948236
"136","ANWR","ANWR:ATIGUN-B","4",2007,"CTL",68.4759725,63.9,8,136,64.3414110317279
"137","ANWR","ANWR:ATIGUN-B","5",2007,"CTL",68.4759725,63.9,7,137,64.8958160937874
"138","ANWR","ANWR:ATIGUN-B","6",2007,"CTL",68.4759725,63.9,6,138,64.8260215197663
"139","ANWR","ANWR:ATIGUN-B","7",2007,"CTL",68.4759725,63.9,6,139,64.9147038481066
"140","ANWR","ANWR:ATIGUN-B","8",2007,"CTL",68.4759725,63.9,6,140,66.5038180347162
"141","ANWR","ANWR:ATIGUN-B","9",2007,"CTL",68.4759725,63.9,8,141,61.7044195138575
"142","ANWR","ANWR:ATIGUN-C","1",2007,"CTL",68.454758,81.75,9,142,81.252901677349
"143","ANWR","ANWR:ATIGUN-C","10",2007,"CTL",68.454758,81.75,7,143,82.5587942544064
"144","ANWR","ANWR:ATIGUN-C","2",2007,"CTL",68.454758,81.75,9,144,81.0042957492726
"145","ANWR","ANWR:ATIGUN-C","3",2007,"CTL",68.454758,81.75,11,145,79.6667010689537
"146","ANWR","ANWR:ATIGUN-C","4",2007,"CTL",68.454758,81.75,6,146,82.4321465204163
"147","ANWR","ANWR:ATIGUN-C","5",2007,"CTL",68.454758,81.75,7,147,81.3075368361524
"148","ANWR","ANWR:ATIGUN-C","6",2007,"CTL",68.454758,81.75,14,148,78.940943820506
"149","ANWR","ANWR:ATIGUN-C","7",2007,"CTL",68.454758,81.75,6,149,78.8633337589261
"150","ANWR","ANWR:ATIGUN-C","8",2007,"CTL",68.454758,81.75,8,150,81.6308496818678
"151","ANWR","ANWR:ATIGUN-C","9",2007,"CTL",68.454758,81.75,7,151,83.2456614312578
"152","ANWR","ANWR:JAGO-A","1",2005,"CTL",69.70312,41.3,12,152,42.5564520068065
"153","ANWR","ANWR:JAGO-A","10",2005,"CTL",69.70312,41.3,14,153,42.3197462274081
"154","ANWR","ANWR:JAGO-A","2",2005,"CTL",69.70312,41.3,9,154,39.4961419417096
"155","ANWR","ANWR:JAGO-A","3",2005,"CTL",69.70312,41.3,11,155,41.2976340430047
"156","ANWR","ANWR:JAGO-A","4",2005,"CTL",69.70312,41.3,12,156,39.6498084051521
"157","ANWR","ANWR:JAGO-A","5",2005,"CTL",69.70312,41.3,13,157,39.1404016684379
"158","ANWR","ANWR:JAGO-A","6",2005,"CTL",69.70312,41.3,13,158,41.4202836578519
"159","ANWR","ANWR:JAGO-A","7",2005,"CTL",69.70312,41.3,15,159,41.1089882293242
"160","ANWR","ANWR:JAGO-A","8",2005,"CTL",69.70312,41.3,17,160,43.1315039728309
"161","ANWR","ANWR:JAGO-A","9",2005,"CTL",69.70312,41.3,16,161,43.676664506023
"162","ANWR","ANWR:JAGO-B","1",2005,"CTL",69.71159,41.5,17,162,39.6843413915312
"163","ANWR","ANWR:JAGO-B","10",2005,"CTL",69.71159,41.5,15,163,40.0824407578463
"164","ANWR","ANWR:JAGO-B","2",2005,"CTL",69.71159,41.5,17,164,42.101555529885
"165","ANWR","ANWR:JAGO-B","3",2005,"CTL",69.71159,41.5,15,165,43.7214820460396
"166","ANWR","ANWR:JAGO-B","4",2005,"CTL",69.71159,41.5,20,166,41.5547675699667
"167","ANWR","ANWR:JAGO-B","5",2005,"CTL",69.71159,41.5,18,167,40.1602422065723
"168","ANWR","ANWR:JAGO-B","6",2005,"CTL",69.71159,41.5,19,168,42.4466673495972
"169","ANWR","ANWR:JAGO-B","7",2005,"CTL",69.71159,41.5,13,169,39.9469256820829
"170","ANWR","ANWR:JAGO-B","8",2005,"CTL",69.71159,41.5,19,170,39.1062200833592
"171","ANWR","ANWR:JAGO-B","9",2005,"CTL",69.71159,41.5,16,171,40.4949927727207
"172","ATQASUK","ATQASUK:AD","ADC01",2012,"CTL",70.45373011,46.15,7,172,46.7778385516575
"173","ATQASUK","ATQASUK:AD","ADC02",2012,"CTL",70.45373011,46.15,9,173,46.5986193223748
"174","ATQASUK","ATQASUK:AD","ADC03",2012,"CTL",70.45373011,46.15,9,174,45.2335610278643
"175","ATQASUK","ATQASUK:AD","ADC04",2012,"CTL",70.45373011,46.15,8,175,46.3889935356153
"176","ATQASUK","ATQASUK:AD","ADC05",2012,"CTL",70.45373011,46.15,8,176,49.1910050040489
"177","ATQASUK","ATQASUK:AD","ADC06",2012,"CTL",70.45373011,46.15,7,177,46.5374708138486
"178","ATQASUK","ATQASUK:AD","ADC07",2012,"CTL",70.45373011,46.15,8,178,44.3267237726404
"179","ATQASUK","ATQASUK:AD","ADC08",2012,"CTL",70.45373011,46.15,8,179,49.9112352751669
"180","ATQASUK","ATQASUK:AD","ADC09",2012,"CTL",70.45373011,46.15,9,180,46.7218909615909
"181","ATQASUK","ATQASUK:AD","ADC10",2012,"CTL",70.45373011,46.15,8,181,46.0743632577032
"182","ATQASUK","ATQASUK:AD","ADC11",2012,"CTL",70.45373011,46.15,8,182,46.3874973815764
"183","ATQASUK","ATQASUK:AD","ADC12",2012,"CTL",70.45373011,46.15,7,183,46.1301653474674
"184","ATQASUK","ATQASUK:AD","ADC13",2012,"CTL",70.45373011,46.15,10,184,47.546824321392
"185","ATQASUK","ATQASUK:AD","ADC14",2012,"CTL",70.45373011,46.15,10,185,46.6431502249678
"186","ATQASUK","ATQASUK:AD","ADC15",2012,"CTL",70.45373011,46.15,7,186,47.9041952477369
"187","ATQASUK","ATQASUK:AD","ADC16",2012,"CTL",70.45373011,46.15,6,187,48.4333628240006
"188","ATQASUK","ATQASUK:AD","ADC17",2012,"CTL",70.45373011,46.15,7,188,46.310695765308
"189","ATQASUK","ATQASUK:AD","ADC18",2012,"CTL",70.45373011,46.15,9,189,45.4481933717364
"190","ATQASUK","ATQASUK:AD","ADC19",2012,"CTL",70.45373011,46.15,8,190,42.8738892469117
"191","ATQASUK","ATQASUK:AD","ADC20",2012,"CTL",70.45373011,46.15,7,191,47.561143636347
"192","ATQASUK","ATQASUK:AD","ADC21",2012,"CTL",70.45373011,46.15,7,192,45.586473160633
"193","ATQASUK","ATQASUK:AD","ADC22",2012,"CTL",70.45373011,46.15,7,193,46.4156802538987
"194","ATQASUK","ATQASUK:AD","ADC23",2012,"CTL",70.45373011,46.15,8,194,46.9868240323551
"195","ATQASUK","ATQASUK:AD","ADC24",2012,"CTL",70.45373011,46.15,7,195,46.9520543143847
"196","ATQASUK","ATQASUK:AD","ADE01",2012,"OTC",70.45373011,46.15,7,196,46.3454826587814
"197","ATQASUK","ATQASUK:AD","ADE02",2012,"OTC",70.45373011,46.15,7,197,48.0850043738614
"198","ATQASUK","ATQASUK:AD","ADE03",2012,"OTC",70.45373011,46.15,9,198,45.4919978006845
"199","ATQASUK","ATQASUK:AD","ADE04",2012,"OTC",70.45373011,46.15,8,199,47.0157731034952
"200","ATQASUK","ATQASUK:AD","ADE05",2012,"OTC",70.45373011,46.15,8,200,45.7956448667737
"201","ATQASUK","ATQASUK:AD","ADE06",2012,"OTC",70.45373011,46.15,9,201,44.261193410318
"202","ATQASUK","ATQASUK:AD","ADE07",2012,"OTC",70.45373011,46.15,8,202,44.1497134319935
"203","ATQASUK","ATQASUK:AD","ADE08",2012,"OTC",70.45373011,46.15,8,203,45.3703290534108
"204","ATQASUK","ATQASUK:AD","ADE09",2012,"OTC",70.45373011,46.15,9,204,47.7260679729623
"205","ATQASUK","ATQASUK:AD","ADE10",2012,"OTC",70.45373011,46.15,7,205,43.4198938381522
"206","ATQASUK","ATQASUK:AD","ADE11",2012,"OTC",70.45373011,46.15,8,206,44.7370053539106
"207","ATQASUK","ATQASUK:AD","ADE12",2012,"OTC",70.45373011,46.15,8,207,47.2776090185207
"208","ATQASUK","ATQASUK:AD","ADE13",2012,"OTC",70.45373011,46.15,7,208,44.3494964386973
"209","ATQASUK","ATQASUK:AD","ADE14",2012,"OTC",70.45373011,46.15,8,209,43.503934773238
"210","ATQASUK","ATQASUK:AD","ADE15",2012,"OTC",70.45373011,46.15,6,210,46.9508876701212
"211","ATQASUK","ATQASUK:AD","ADE16",2012,"OTC",70.45373011,46.15,7,211,46.3032517370327
"212","ATQASUK","ATQASUK:AD","ADE17",2012,"OTC",70.45373011,46.15,7,212,48.7842339180203
"213","ATQASUK","ATQASUK:AD","ADE18",2012,"OTC",70.45373011,46.15,7,213,47.8879991143795
"214","ATQASUK","ATQASUK:AD","ADE19",2012,"OTC",70.45373011,46.15,10,214,47.6585340525514
"215","ATQASUK","ATQASUK:AD","ADE20",2012,"OTC",70.45373011,46.15,11,215,46.6201513535794
"216","ATQASUK","ATQASUK:AD","ADE21",2012,"OTC",70.45373011,46.15,7,216,45.0057842460349
"217","ATQASUK","ATQASUK:AD","ADE22",2012,"OTC",70.45373011,46.15,7,217,45.2896751751292
"218","ATQASUK","ATQASUK:AD","ADE23",2012,"OTC",70.45373011,46.15,8,218,43.1609952584245
"219","ATQASUK","ATQASUK:AD","ADE24",2012,"OTC",70.45373011,46.15,6,219,45.3073438104348
"220","ATQASUK","ATQASUK:AG","AGCE02",2014,"CTL",70.451449,46.1,8,220,47.7489188827938
"221","ATQASUK","ATQASUK:AG","AGCE03",2014,"CTL",70.451449,46.1,5,221,47.0596072849331
"222","ATQASUK","ATQASUK:AG","AGCE04",2014,"CTL",70.451449,46.1,8,222,47.8053237417501
"223","ATQASUK","ATQASUK:AG","AGCE05",2014,"CTL",70.451449,46.1,6,223,47.131709966864
"224","ATQASUK","ATQASUK:AG","AGCE06",2014,"CTL",70.451449,46.1,8,224,46.3594338884335
"225","ATQASUK","ATQASUK:AG","AGCF02",2014,"CTL",70.451449,46.1,9,225,43.563725858685
"226","ATQASUK","ATQASUK:AG","AGCF03",2014,"CTL",70.451449,46.1,3,226,48.7171398193595
"227","ATQASUK","ATQASUK:AG","AGCF04",2014,"CTL",70.451449,46.1,3,227,45.7083839646921
"228","ATQASUK","ATQASUK:AG","AGCF05",2014,"CTL",70.451449,46.1,6,228,46.1416692512685
"229","ATQASUK","ATQASUK:AG","AGCF06",2014,"CTL",70.451449,46.1,10,229,46.7689146973705
"230","ATQASUK","ATQASUK:AG","AGCG02",2014,"CTL",70.451449,46.1,5,230,44.414191156399
